"id","aluno","materia","professor","data","dificuldade","nota","status"
1707,"Aluno 342","Matéria 10","Professor 3","2025-03-13","Difícil","25.24","Reprovado"
1708,"Aluno 342","Matéria 5","Professor 4","2025-03-13","Difícil","37.61","Reprovado"
1709,"Aluno 342","Matéria 9","Professor 3","2025-03-13","Difícil","10.00","Reprovado"
1710,"Aluno 342","Matéria 6","Professor 10","2025-03-13","Médio","57.20","Reprovado"
1711,"Aluno 343","Matéria 7","Professor 1","2025-03-13","Difícil","28.70","Reprovado"
1712,"Aluno 343","Matéria 3","Professor 3","2025-03-13","Difícil","33.67","Reprovado"
1713,"Aluno 343","Matéria 8","Professor 8","2025-03-13","Fácil","3.75","Reprovado"
1714,"Aluno 343","Matéria 2","Professor 7","2025-03-13","Difícil","58.36","Reprovado"
1715,"Aluno 343","Matéria 10","Professor 4","2025-03-13","Difícil","58.17","Reprovado"
1716,"Aluno 344","Matéria 5","Professor 2","2025-03-13","Médio","32.46","Reprovado"
1717,"Aluno 344","Matéria 8","Professor 7","2025-03-13","Difícil","27.04","Reprovado"
1718,"Aluno 344","Matéria 8","Professor 4","2025-03-13","Médio","80.60","Aprovado"
1719,"Aluno 344","Matéria 9","Professor 2","2025-03-13","Difícil","59.24","Reprovado"
1720,"Aluno 344","Matéria 7","Professor 3","2025-03-13","Médio","58.95","Reprovado"
1721,"Aluno 345","Matéria 5","Professor 10","2025-03-13","Difícil","38.15","Reprovado"
1722,"Aluno 345","Matéria 9","Professor 6","2025-03-13","Difícil","80.46","Aprovado"
1723,"Aluno 345","Matéria 4","Professor 5","2025-03-13","Difícil","83.42","Aprovado"
1724,"Aluno 345","Matéria 5","Professor 4","2025-03-13","Médio","1.70","Reprovado"
1725,"Aluno 345","Matéria 10","Professor 8","2025-03-13","Difícil","17.32","Reprovado"
1726,"Aluno 346","Matéria 3","Professor 2","2025-03-13","Difícil","85.21","Aprovado"
1727,"Aluno 346","Matéria 9","Professor 2","2025-03-13","Difícil","10.74","Reprovado"
1728,"Aluno 346","Matéria 8","Professor 6","2025-03-13","Difícil","48.79","Reprovado"
1729,"Aluno 346","Matéria 3","Professor 1","2025-03-13","Difícil","84.86","Aprovado"
1730,"Aluno 346","Matéria 1","Professor 6","2025-03-13","Fácil","73.61","Aprovado"
1731,"Aluno 347","Matéria 10","Professor 3","2025-03-13","Médio","95.75","Aprovado"
1732,"Aluno 347","Matéria 9","Professor 9","2025-03-13","Fácil","19.50","Reprovado"
1733,"Aluno 347","Matéria 6","Professor 10","2025-03-13","Médio","82.69","Aprovado"
1734,"Aluno 347","Matéria 3","Professor 3","2025-03-13","Médio","1.76","Reprovado"
1735,"Aluno 347","Matéria 4","Professor 1","2025-03-13","Fácil","89.27","Aprovado"
1736,"Aluno 348","Matéria 4","Professor 9","2025-03-13","Difícil","33.36","Reprovado"
1737,"Aluno 348","Matéria 2","Professor 9","2025-03-13","Médio","12.98","Reprovado"
1738,"Aluno 348","Matéria 9","Professor 6","2025-03-13","Difícil","34.55","Reprovado"
1739,"Aluno 348","Matéria 1","Professor 1","2025-03-13","Médio","50.49","Reprovado"
1740,"Aluno 348","Matéria 10","Professor 2","2025-03-13","Médio","26.68","Reprovado"
1741,"Aluno 349","Matéria 10","Professor 1","2025-03-13","Médio","97.19","Aprovado"
1742,"Aluno 349","Matéria 7","Professor 3","2025-03-13","Médio","89.53","Aprovado"
1743,"Aluno 349","Matéria 7","Professor 3","2025-03-13","Difícil","10.58","Reprovado"
1744,"Aluno 349","Matéria 7","Professor 6","2025-03-13","Difícil","49.24","Reprovado"
1745,"Aluno 349","Matéria 5","Professor 4","2025-03-13","Médio","42.86","Reprovado"
1746,"Aluno 350","Matéria 4","Professor 7","2025-03-13","Médio","82.71","Aprovado"
1747,"Aluno 350","Matéria 5","Professor 4","2025-03-13","Médio","34.74","Reprovado"
1748,"Aluno 350","Matéria 3","Professor 2","2025-03-13","Médio","24.00","Reprovado"
1749,"Aluno 350","Matéria 4","Professor 1","2025-03-13","Médio","38.58","Reprovado"
1750,"Aluno 350","Matéria 4","Professor 6","2025-03-13","Médio","8.18","Reprovado"
1751,"Aluno 351","Matéria 10","Professor 10","2025-03-13","Fácil","87.02","Aprovado"
1752,"Aluno 351","Matéria 8","Professor 10","2025-03-13","Fácil","33.59","Reprovado"
1753,"Aluno 351","Matéria 1","Professor 7","2025-03-13","Difícil","2.12","Reprovado"
1754,"Aluno 351","Matéria 3","Professor 6","2025-03-13","Difícil","77.12","Aprovado"
1755,"Aluno 351","Matéria 10","Professor 4","2025-03-13","Fácil","22.12","Reprovado"
1756,"Aluno 352","Matéria 5","Professor 2","2025-03-13","Médio","68.92","Reprovado"
1757,"Aluno 352","Matéria 5","Professor 2","2025-03-13","Médio","93.24","Aprovado"
1758,"Aluno 352","Matéria 10","Professor 10","2025-03-13","Difícil","65.22","Reprovado"
1759,"Aluno 352","Matéria 5","Professor 1","2025-03-13","Difícil","52.01","Reprovado"
1760,"Aluno 352","Matéria 2","Professor 4","2025-03-13","Fácil","81.22","Aprovado"
1761,"Aluno 353","Matéria 9","Professor 10","2025-03-13","Médio","18.96","Reprovado"
1762,"Aluno 353","Matéria 8","Professor 9","2025-03-13","Médio","89.44","Aprovado"
1763,"Aluno 353","Matéria 3","Professor 3","2025-03-13","Difícil","90.71","Aprovado"
1764,"Aluno 353","Matéria 1","Professor 9","2025-03-13","Médio","24.13","Reprovado"
1765,"Aluno 353","Matéria 6","Professor 4","2025-03-13","Difícil","55.53","Reprovado"
1766,"Aluno 354","Matéria 3","Professor 1","2025-03-13","Fácil","38.90","Reprovado"
1767,"Aluno 354","Matéria 1","Professor 9","2025-03-13","Médio","12.53","Reprovado"
1768,"Aluno 354","Matéria 6","Professor 5","2025-03-13","Fácil","92.85","Aprovado"
1769,"Aluno 354","Matéria 4","Professor 10","2025-03-13","Médio","70.41","Aprovado"
1770,"Aluno 354","Matéria 3","Professor 8","2025-03-13","Médio","6.82","Reprovado"
1771,"Aluno 355","Matéria 3","Professor 10","2025-03-13","Fácil","63.86","Reprovado"
1772,"Aluno 355","Matéria 4","Professor 3","2025-03-13","Difícil","74.65","Aprovado"
1773,"Aluno 355","Matéria 2","Professor 1","2025-03-13","Médio","75.34","Aprovado"
1774,"Aluno 355","Matéria 2","Professor 9","2025-03-13","Fácil","48.32","Reprovado"
1775,"Aluno 355","Matéria 10","Professor 8","2025-03-13","Difícil","31.15","Reprovado"
1776,"Aluno 356","Matéria 8","Professor 4","2025-03-13","Difícil","18.74","Reprovado"
1777,"Aluno 356","Matéria 2","Professor 5","2025-03-13","Médio","50.47","Reprovado"
1778,"Aluno 356","Matéria 9","Professor 4","2025-03-13","Difícil","32.80","Reprovado"
1779,"Aluno 356","Matéria 5","Professor 10","2025-03-13","Fácil","58.02","Reprovado"
1780,"Aluno 356","Matéria 1","Professor 8","2025-03-13","Médio","24.74","Reprovado"
1781,"Aluno 357","Matéria 7","Professor 10","2025-03-13","Difícil","59.51","Reprovado"
1782,"Aluno 357","Matéria 5","Professor 1","2025-03-13","Fácil","44.71","Reprovado"
1783,"Aluno 357","Matéria 3","Professor 7","2025-03-13","Difícil","31.96","Reprovado"
1784,"Aluno 357","Matéria 7","Professor 8","2025-03-13","Médio","0.69","Reprovado"
1785,"Aluno 357","Matéria 10","Professor 2","2025-03-13","Difícil","98.67","Aprovado"
1786,"Aluno 358","Matéria 10","Professor 7","2025-03-13","Fácil","70.41","Aprovado"
1787,"Aluno 358","Matéria 6","Professor 6","2025-03-13","Difícil","35.50","Reprovado"
1788,"Aluno 358","Matéria 10","Professor 4","2025-03-13","Médio","25.97","Reprovado"
1789,"Aluno 358","Matéria 10","Professor 3","2025-03-13","Fácil","62.95","Reprovado"
1790,"Aluno 358","Matéria 2","Professor 7","2025-03-13","Médio","4.24","Reprovado"
1791,"Aluno 359","Matéria 3","Professor 2","2025-03-13","Médio","17.83","Reprovado"
1792,"Aluno 359","Matéria 3","Professor 1","2025-03-13","Fácil","89.78","Aprovado"
1793,"Aluno 359","Matéria 9","Professor 2","2025-03-13","Fácil","16.87","Reprovado"
1794,"Aluno 359","Matéria 10","Professor 2","2025-03-13","Difícil","32.60","Reprovado"
1795,"Aluno 359","Matéria 7","Professor 10","2025-03-13","Médio","63.13","Reprovado"
1796,"Aluno 360","Matéria 5","Professor 5","2025-03-13","Médio","1.13","Reprovado"
1797,"Aluno 360","Matéria 10","Professor 3","2025-03-13","Médio","32.72","Reprovado"
1798,"Aluno 360","Matéria 2","Professor 9","2025-03-13","Fácil","89.03","Aprovado"
1799,"Aluno 360","Matéria 10","Professor 5","2025-03-13","Médio","24.89","Reprovado"
1800,"Aluno 360","Matéria 4","Professor 1","2025-03-13","Difícil","37.08","Reprovado"
1801,"Aluno 361","Matéria 9","Professor 8","2025-03-13","Médio","92.82","Aprovado"
1802,"Aluno 361","Matéria 10","Professor 9","2025-03-13","Difícil","14.52","Reprovado"
1803,"Aluno 361","Matéria 8","Professor 1","2025-03-13","Difícil","34.68","Reprovado"
1804,"Aluno 361","Matéria 5","Professor 9","2025-03-13","Difícil","89.40","Aprovado"
1805,"Aluno 361","Matéria 1","Professor 3","2025-03-13","Fácil","86.02","Aprovado"
1806,"Aluno 362","Matéria 10","Professor 9","2025-03-13","Médio","32.77","Reprovado"
1807,"Aluno 362","Matéria 6","Professor 1","2025-03-13","Médio","19.07","Reprovado"
1808,"Aluno 362","Matéria 10","Professor 1","2025-03-13","Médio","73.73","Aprovado"
1809,"Aluno 362","Matéria 9","Professor 1","2025-03-13","Difícil","45.02","Reprovado"
1810,"Aluno 362","Matéria 1","Professor 3","2025-03-13","Médio","87.91","Aprovado"
1811,"Aluno 363","Matéria 6","Professor 9","2025-03-13","Médio","31.18","Reprovado"
1812,"Aluno 363","Matéria 8","Professor 4","2025-03-13","Fácil","68.03","Reprovado"
1813,"Aluno 363","Matéria 3","Professor 10","2025-03-13","Fácil","55.60","Reprovado"
1814,"Aluno 363","Matéria 4","Professor 1","2025-03-13","Difícil","42.80","Reprovado"
1815,"Aluno 363","Matéria 8","Professor 2","2025-03-13","Difícil","51.24","Reprovado"
1816,"Aluno 364","Matéria 9","Professor 9","2025-03-13","Médio","20.76","Reprovado"
1817,"Aluno 364","Matéria 2","Professor 4","2025-03-13","Difícil","14.39","Reprovado"
1818,"Aluno 364","Matéria 4","Professor 10","2025-03-13","Difícil","70.02","Aprovado"
1819,"Aluno 364","Matéria 1","Professor 6","2025-03-13","Fácil","29.07","Reprovado"
1820,"Aluno 364","Matéria 2","Professor 1","2025-03-13","Fácil","13.67","Reprovado"
1821,"Aluno 365","Matéria 9","Professor 2","2025-03-13","Médio","81.41","Aprovado"
1822,"Aluno 365","Matéria 10","Professor 1","2025-03-13","Difícil","49.24","Reprovado"
1823,"Aluno 365","Matéria 3","Professor 9","2025-03-13","Fácil","49.47","Reprovado"
1824,"Aluno 365","Matéria 2","Professor 3","2025-03-13","Médio","64.57","Reprovado"
1825,"Aluno 365","Matéria 8","Professor 2","2025-03-13","Médio","56.32","Reprovado"
1826,"Aluno 366","Matéria 7","Professor 6","2025-03-13","Fácil","33.30","Reprovado"
1827,"Aluno 366","Matéria 3","Professor 1","2025-03-13","Difícil","88.32","Aprovado"
1828,"Aluno 366","Matéria 10","Professor 8","2025-03-13","Difícil","90.18","Aprovado"
1829,"Aluno 366","Matéria 5","Professor 8","2025-03-13","Difícil","56.31","Reprovado"
1830,"Aluno 366","Matéria 6","Professor 2","2025-03-13","Médio","94.51","Aprovado"
1831,"Aluno 367","Matéria 3","Professor 10","2025-03-13","Médio","79.08","Aprovado"
1832,"Aluno 367","Matéria 5","Professor 2","2025-03-13","Médio","2.65","Reprovado"
1833,"Aluno 367","Matéria 9","Professor 9","2025-03-13","Médio","65.24","Reprovado"
1834,"Aluno 367","Matéria 8","Professor 1","2025-03-13","Difícil","1.21","Reprovado"
1835,"Aluno 367","Matéria 2","Professor 3","2025-03-13","Médio","56.44","Reprovado"
1836,"Aluno 368","Matéria 2","Professor 3","2025-03-13","Fácil","69.24","Reprovado"
1837,"Aluno 368","Matéria 7","Professor 2","2025-03-13","Médio","91.32","Aprovado"
1838,"Aluno 368","Matéria 8","Professor 2","2025-03-13","Fácil","63.74","Reprovado"
1839,"Aluno 368","Matéria 9","Professor 8","2025-03-13","Médio","29.12","Reprovado"
1840,"Aluno 368","Matéria 9","Professor 10","2025-03-13","Fácil","83.25","Aprovado"
1841,"Aluno 369","Matéria 2","Professor 9","2025-03-13","Difícil","2.81","Reprovado"
1842,"Aluno 369","Matéria 1","Professor 5","2025-03-13","Médio","50.43","Reprovado"
1843,"Aluno 369","Matéria 7","Professor 3","2025-03-13","Difícil","11.40","Reprovado"
1844,"Aluno 369","Matéria 6","Professor 10","2025-03-13","Difícil","77.16","Aprovado"
1845,"Aluno 369","Matéria 3","Professor 4","2025-03-13","Difícil","42.26","Reprovado"
1846,"Aluno 370","Matéria 8","Professor 8","2025-03-13","Fácil","96.38","Aprovado"
1847,"Aluno 370","Matéria 8","Professor 6","2025-03-13","Fácil","94.36","Aprovado"
1848,"Aluno 370","Matéria 8","Professor 4","2025-03-13","Fácil","69.89","Reprovado"
1849,"Aluno 370","Matéria 2","Professor 4","2025-03-13","Médio","24.85","Reprovado"
1850,"Aluno 370","Matéria 3","Professor 10","2025-03-13","Médio","18.32","Reprovado"
1851,"Aluno 371","Matéria 8","Professor 1","2025-03-13","Fácil","77.05","Aprovado"
1852,"Aluno 371","Matéria 5","Professor 3","2025-03-13","Fácil","65.86","Reprovado"
1853,"Aluno 371","Matéria 1","Professor 9","2025-03-13","Difícil","30.87","Reprovado"
1854,"Aluno 371","Matéria 4","Professor 4","2025-03-13","Médio","39.13","Reprovado"
1855,"Aluno 371","Matéria 2","Professor 1","2025-03-13","Difícil","70.78","Aprovado"
1856,"Aluno 372","Matéria 8","Professor 2","2025-03-13","Médio","14.82","Reprovado"
1857,"Aluno 372","Matéria 8","Professor 3","2025-03-13","Fácil","35.47","Reprovado"
1858,"Aluno 372","Matéria 3","Professor 2","2025-03-13","Fácil","56.99","Reprovado"
1859,"Aluno 372","Matéria 6","Professor 7","2025-03-13","Médio","61.18","Reprovado"
1860,"Aluno 372","Matéria 1","Professor 10","2025-03-13","Fácil","77.63","Aprovado"
1861,"Aluno 373","Matéria 1","Professor 5","2025-03-13","Fácil","92.98","Aprovado"
1862,"Aluno 373","Matéria 10","Professor 8","2025-03-13","Médio","61.07","Reprovado"
1863,"Aluno 373","Matéria 10","Professor 5","2025-03-13","Difícil","55.87","Reprovado"
1864,"Aluno 373","Matéria 1","Professor 5","2025-03-13","Difícil","61.49","Reprovado"
1865,"Aluno 373","Matéria 7","Professor 4","2025-03-13","Difícil","66.34","Reprovado"
1866,"Aluno 374","Matéria 4","Professor 7","2025-03-13","Difícil","13.71","Reprovado"
1867,"Aluno 374","Matéria 3","Professor 10","2025-03-13","Difícil","59.03","Reprovado"
1868,"Aluno 374","Matéria 5","Professor 6","2025-03-13","Médio","35.07","Reprovado"
1869,"Aluno 374","Matéria 8","Professor 9","2025-03-13","Fácil","2.77","Reprovado"
1870,"Aluno 374","Matéria 9","Professor 2","2025-03-13","Fácil","23.45","Reprovado"
1871,"Aluno 375","Matéria 3","Professor 5","2025-03-13","Fácil","93.04","Aprovado"
1872,"Aluno 375","Matéria 4","Professor 10","2025-03-13","Médio","84.44","Aprovado"
1873,"Aluno 375","Matéria 1","Professor 3","2025-03-13","Difícil","69.98","Reprovado"
1874,"Aluno 375","Matéria 6","Professor 2","2025-03-13","Difícil","92.89","Aprovado"
1875,"Aluno 375","Matéria 6","Professor 8","2025-03-13","Difícil","32.26","Reprovado"
1876,"Aluno 376","Matéria 7","Professor 10","2025-03-13","Fácil","3.35","Reprovado"
1877,"Aluno 376","Matéria 5","Professor 9","2025-03-13","Difícil","66.09","Reprovado"
1878,"Aluno 376","Matéria 5","Professor 1","2025-03-13","Difícil","76.44","Aprovado"
1879,"Aluno 376","Matéria 5","Professor 3","2025-03-13","Difícil","30.71","Reprovado"
1880,"Aluno 376","Matéria 4","Professor 7","2025-03-13","Difícil","32.55","Reprovado"
1881,"Aluno 377","Matéria 9","Professor 2","2025-03-13","Médio","83.29","Aprovado"
1882,"Aluno 377","Matéria 5","Professor 8","2025-03-13","Médio","3.96","Reprovado"
1883,"Aluno 377","Matéria 2","Professor 10","2025-03-13","Médio","90.71","Aprovado"
1884,"Aluno 377","Matéria 5","Professor 2","2025-03-13","Fácil","46.74","Reprovado"
1885,"Aluno 377","Matéria 7","Professor 9","2025-03-13","Médio","4.30","Reprovado"
1886,"Aluno 378","Matéria 3","Professor 10","2025-03-13","Médio","44.03","Reprovado"
1887,"Aluno 378","Matéria 8","Professor 8","2025-03-13","Difícil","14.08","Reprovado"
1888,"Aluno 378","Matéria 9","Professor 4","2025-03-13","Fácil","18.02","Reprovado"
1889,"Aluno 378","Matéria 9","Professor 1","2025-03-13","Fácil","30.35","Reprovado"
1890,"Aluno 378","Matéria 2","Professor 6","2025-03-13","Médio","73.96","Aprovado"
1891,"Aluno 379","Matéria 2","Professor 8","2025-03-13","Fácil","31.72","Reprovado"
1892,"Aluno 379","Matéria 10","Professor 5","2025-03-13","Fácil","78.91","Aprovado"
1893,"Aluno 379","Matéria 7","Professor 7","2025-03-13","Médio","47.69","Reprovado"
1894,"Aluno 379","Matéria 7","Professor 9","2025-03-13","Difícil","1.58","Reprovado"
1895,"Aluno 379","Matéria 4","Professor 8","2025-03-13","Médio","56.81","Reprovado"
1896,"Aluno 380","Matéria 7","Professor 7","2025-03-13","Médio","59.83","Reprovado"
1897,"Aluno 380","Matéria 4","Professor 6","2025-03-13","Fácil","66.91","Reprovado"
1898,"Aluno 380","Matéria 8","Professor 7","2025-03-13","Médio","85.99","Aprovado"
1899,"Aluno 380","Matéria 4","Professor 3","2025-03-13","Fácil","0.57","Reprovado"
1900,"Aluno 380","Matéria 1","Professor 2","2025-03-13","Fácil","98.80","Aprovado"
1901,"Aluno 381","Matéria 10","Professor 1","2025-03-13","Fácil","27.31","Reprovado"
1902,"Aluno 381","Matéria 2","Professor 4","2025-03-13","Difícil","42.92","Reprovado"
1903,"Aluno 381","Matéria 3","Professor 2","2025-03-13","Médio","16.97","Reprovado"
1904,"Aluno 381","Matéria 8","Professor 7","2025-03-13","Difícil","5.48","Reprovado"
1905,"Aluno 381","Matéria 1","Professor 4","2025-03-13","Fácil","42.82","Reprovado"
1906,"Aluno 382","Matéria 4","Professor 2","2025-03-13","Médio","82.56","Aprovado"
1907,"Aluno 382","Matéria 4","Professor 8","2025-03-13","Difícil","52.20","Reprovado"
1908,"Aluno 382","Matéria 2","Professor 3","2025-03-13","Difícil","88.03","Aprovado"
1909,"Aluno 382","Matéria 9","Professor 4","2025-03-13","Fácil","76.78","Aprovado"
1910,"Aluno 382","Matéria 3","Professor 10","2025-03-13","Fácil","34.21","Reprovado"
1911,"Aluno 383","Matéria 7","Professor 3","2025-03-13","Difícil","10.25","Reprovado"
1912,"Aluno 383","Matéria 4","Professor 6","2025-03-13","Médio","37.18","Reprovado"
1913,"Aluno 383","Matéria 7","Professor 4","2025-03-13","Fácil","39.67","Reprovado"
1914,"Aluno 383","Matéria 8","Professor 9","2025-03-13","Fácil","25.48","Reprovado"
1915,"Aluno 383","Matéria 4","Professor 2","2025-03-13","Difícil","54.22","Reprovado"
1916,"Aluno 384","Matéria 3","Professor 10","2025-03-13","Fácil","92.18","Aprovado"
1917,"Aluno 384","Matéria 7","Professor 5","2025-03-13","Fácil","83.10","Aprovado"
1918,"Aluno 384","Matéria 6","Professor 9","2025-03-13","Médio","88.05","Aprovado"
1919,"Aluno 384","Matéria 9","Professor 2","2025-03-13","Fácil","90.15","Aprovado"
1920,"Aluno 384","Matéria 7","Professor 6","2025-03-13","Difícil","45.04","Reprovado"
1921,"Aluno 385","Matéria 6","Professor 2","2025-03-13","Difícil","55.33","Reprovado"
1922,"Aluno 385","Matéria 4","Professor 1","2025-03-13","Médio","45.99","Reprovado"
1923,"Aluno 385","Matéria 7","Professor 3","2025-03-13","Difícil","19.76","Reprovado"
1924,"Aluno 385","Matéria 10","Professor 5","2025-03-13","Médio","2.60","Reprovado"
1925,"Aluno 385","Matéria 4","Professor 8","2025-03-13","Fácil","39.19","Reprovado"
1926,"Aluno 386","Matéria 10","Professor 1","2025-03-13","Médio","38.81","Reprovado"
1927,"Aluno 386","Matéria 3","Professor 6","2025-03-13","Difícil","98.27","Aprovado"
1928,"Aluno 386","Matéria 9","Professor 8","2025-03-13","Fácil","60.97","Reprovado"
1929,"Aluno 386","Matéria 4","Professor 7","2025-03-13","Difícil","13.92","Reprovado"
1930,"Aluno 386","Matéria 7","Professor 7","2025-03-13","Médio","17.83","Reprovado"
1931,"Aluno 387","Matéria 9","Professor 2","2025-03-13","Difícil","22.18","Reprovado"
1932,"Aluno 387","Matéria 8","Professor 8","2025-03-13","Médio","25.02","Reprovado"
1933,"Aluno 387","Matéria 6","Professor 9","2025-03-13","Difícil","80.76","Aprovado"
1934,"Aluno 387","Matéria 10","Professor 10","2025-03-13","Fácil","62.41","Reprovado"
1935,"Aluno 387","Matéria 2","Professor 10","2025-03-13","Fácil","20.38","Reprovado"
1936,"Aluno 388","Matéria 10","Professor 4","2025-03-13","Fácil","98.45","Aprovado"
1937,"Aluno 388","Matéria 9","Professor 9","2025-03-13","Médio","70.48","Aprovado"
1938,"Aluno 388","Matéria 8","Professor 9","2025-03-13","Difícil","8.96","Reprovado"
1939,"Aluno 388","Matéria 1","Professor 1","2025-03-13","Fácil","10.34","Reprovado"
1940,"Aluno 388","Matéria 7","Professor 1","2025-03-13","Difícil","7.05","Reprovado"
1941,"Aluno 389","Matéria 1","Professor 5","2025-03-13","Médio","17.46","Reprovado"
1942,"Aluno 389","Matéria 5","Professor 3","2025-03-13","Médio","54.37","Reprovado"
1943,"Aluno 389","Matéria 6","Professor 2","2025-03-13","Difícil","46.89","Reprovado"
1944,"Aluno 389","Matéria 6","Professor 8","2025-03-13","Fácil","48.05","Reprovado"
1945,"Aluno 389","Matéria 9","Professor 6","2025-03-13","Difícil","48.47","Reprovado"
1946,"Aluno 390","Matéria 4","Professor 10","2025-03-13","Médio","98.24","Aprovado"
1947,"Aluno 390","Matéria 2","Professor 9","2025-03-13","Fácil","86.50","Aprovado"
1948,"Aluno 390","Matéria 7","Professor 9","2025-03-13","Difícil","24.63","Reprovado"
1949,"Aluno 390","Matéria 4","Professor 2","2025-03-13","Difícil","57.71","Reprovado"
1950,"Aluno 390","Matéria 6","Professor 7","2025-03-13","Médio","85.71","Aprovado"
1951,"Aluno 391","Matéria 5","Professor 3","2025-03-13","Fácil","57.58","Reprovado"
1952,"Aluno 391","Matéria 1","Professor 1","2025-03-13","Médio","49.63","Reprovado"
1953,"Aluno 391","Matéria 2","Professor 6","2025-03-13","Difícil","56.32","Reprovado"
1954,"Aluno 391","Matéria 7","Professor 8","2025-03-13","Difícil","56.92","Reprovado"
1955,"Aluno 391","Matéria 1","Professor 9","2025-03-13","Fácil","50.14","Reprovado"
1956,"Aluno 392","Matéria 5","Professor 5","2025-03-13","Difícil","32.14","Reprovado"
1957,"Aluno 392","Matéria 2","Professor 6","2025-03-13","Fácil","26.69","Reprovado"
1958,"Aluno 392","Matéria 9","Professor 4","2025-03-13","Médio","15.06","Reprovado"
1959,"Aluno 392","Matéria 5","Professor 8","2025-03-13","Difícil","22.41","Reprovado"
1960,"Aluno 392","Matéria 8","Professor 8","2025-03-13","Médio","84.83","Aprovado"
1961,"Aluno 393","Matéria 9","Professor 1","2025-03-13","Fácil","40.55","Reprovado"
1962,"Aluno 393","Matéria 6","Professor 4","2025-03-13","Difícil","39.82","Reprovado"
1963,"Aluno 393","Matéria 4","Professor 10","2025-03-13","Difícil","39.89","Reprovado"
1964,"Aluno 393","Matéria 6","Professor 1","2025-03-13","Difícil","60.64","Reprovado"
1965,"Aluno 393","Matéria 1","Professor 4","2025-03-13","Fácil","9.97","Reprovado"
1966,"Aluno 394","Matéria 2","Professor 6","2025-03-13","Difícil","49.60","Reprovado"
1967,"Aluno 394","Matéria 3","Professor 1","2025-03-13","Difícil","10.21","Reprovado"
1968,"Aluno 394","Matéria 2","Professor 5","2025-03-13","Médio","15.43","Reprovado"
1969,"Aluno 394","Matéria 9","Professor 7","2025-03-13","Fácil","29.83","Reprovado"
1970,"Aluno 394","Matéria 3","Professor 5","2025-03-13","Fácil","65.79","Reprovado"
1971,"Aluno 395","Matéria 9","Professor 2","2025-03-13","Médio","57.00","Reprovado"
1972,"Aluno 395","Matéria 10","Professor 2","2025-03-13","Médio","80.25","Aprovado"
1973,"Aluno 395","Matéria 4","Professor 2","2025-03-13","Difícil","57.78","Reprovado"
1974,"Aluno 395","Matéria 9","Professor 5","2025-03-13","Fácil","69.17","Reprovado"
1975,"Aluno 395","Matéria 9","Professor 3","2025-03-13","Médio","49.66","Reprovado"
1976,"Aluno 396","Matéria 5","Professor 3","2025-03-13","Fácil","46.20","Reprovado"
1977,"Aluno 396","Matéria 5","Professor 6","2025-03-13","Difícil","36.26","Reprovado"
1978,"Aluno 396","Matéria 2","Professor 1","2025-03-13","Difícil","17.99","Reprovado"
1979,"Aluno 396","Matéria 8","Professor 6","2025-03-13","Médio","33.80","Reprovado"
1980,"Aluno 396","Matéria 9","Professor 2","2025-03-13","Difícil","0.54","Reprovado"
1981,"Aluno 397","Matéria 4","Professor 2","2025-03-13","Médio","83.67","Aprovado"
1982,"Aluno 397","Matéria 10","Professor 3","2025-03-13","Fácil","13.74","Reprovado"
1983,"Aluno 397","Matéria 7","Professor 6","2025-03-13","Fácil","70.89","Aprovado"
1984,"Aluno 397","Matéria 4","Professor 8","2025-03-13","Médio","47.15","Reprovado"
1985,"Aluno 397","Matéria 9","Professor 2","2025-03-13","Fácil","91.81","Aprovado"
1986,"Aluno 398","Matéria 2","Professor 7","2025-03-13","Difícil","36.86","Reprovado"
1987,"Aluno 398","Matéria 10","Professor 3","2025-03-13","Médio","79.00","Aprovado"
1988,"Aluno 398","Matéria 10","Professor 8","2025-03-13","Fácil","53.60","Reprovado"
1989,"Aluno 398","Matéria 4","Professor 2","2025-03-13","Fácil","50.86","Reprovado"
1990,"Aluno 398","Matéria 5","Professor 9","2025-03-13","Médio","37.45","Reprovado"
1991,"Aluno 399","Matéria 3","Professor 6","2025-03-13","Médio","16.58","Reprovado"
1992,"Aluno 399","Matéria 2","Professor 3","2025-03-13","Médio","66.87","Reprovado"
1993,"Aluno 399","Matéria 3","Professor 4","2025-03-13","Difícil","45.61","Reprovado"
1994,"Aluno 399","Matéria 1","Professor 5","2025-03-13","Médio","17.44","Reprovado"
1995,"Aluno 399","Matéria 2","Professor 6","2025-03-13","Fácil","96.54","Aprovado"
1996,"Aluno 400","Matéria 8","Professor 6","2025-03-13","Fácil","80.73","Aprovado"
1997,"Aluno 400","Matéria 8","Professor 10","2025-03-13","Fácil","79.31","Aprovado"
1998,"Aluno 400","Matéria 3","Professor 2","2025-03-13","Fácil","0.91","Reprovado"
1999,"Aluno 400","Matéria 9","Professor 1","2025-03-13","Fácil","27.05","Reprovado"
2000,"Aluno 400","Matéria 4","Professor 4","2025-03-13","Fácil","24.13","Reprovado"
2001,"Aluno 401","Matéria 9","Professor 10","2025-03-13","Médio","24.19","Reprovado"
2002,"Aluno 401","Matéria 1","Professor 7","2025-03-13","Fácil","86.82","Aprovado"
2003,"Aluno 401","Matéria 3","Professor 6","2025-03-13","Fácil","9.09","Reprovado"
2004,"Aluno 401","Matéria 4","Professor 7","2025-03-13","Fácil","14.21","Reprovado"
2005,"Aluno 401","Matéria 10","Professor 3","2025-03-13","Fácil","81.88","Aprovado"
